,text,task_2,PRFN,OFFN,NONE,c_text
104,SHOOT NOW ASSHOLE,PRFN,1,0,0,shoot now asshole
105,"#Quran is along with its every single dot practical in all ages. i can justify it! if you have any misunderstandings.   However, ignoring the context intentionally and blaming the text is condemnable and disgusting.  #HinduEcosystem  @amirazizahmedi  #Islamophobia https://t.co/CKp4MKaqbb https://t.co/IaPJ0aktZL",NONE,0,0,1,quran is along with its every single dot practical in all ages i can justify it if you have any misunderstandings   however ignoring the context intentionally and blaming the text is condemnable and disgusting  hinduecosystem    islamophobia httpstcockp4mkaqbb httpstcoiapj0aktzl
106,@Acosta @HootHoottooh Acosta once again showing how petty &amp; immature he is.,OFFN,0,1,0,  acosta once again showing how petty amp immature he is
107,@fuckezr @rezent4 @Rzpidz @T0WNLEY @lBarneY_ @LordNikoz @SpooxKs @t7ango idk probs shag ur mum since thats what other gamers do,PRFN,1,0,0,        idk probs shag ur mum since thats what other gamers do
108,#TuckerCarlson is a dangerous fool! #DrSanjayGupta Sets the record straight about the #COVIDVaccine and Tucker's lies. https://t.co/bTEnewHBI2,HATE,0,0,0,tuckercarlson is a dangerous fool drsanjaygupta sets the record straight about the covidvaccine and tucker's lies httpstcobtenewhbi2
109,What could be worse than the situation in our country where hospitals should be replaced by statues and a new parliament for ministers.Patients lying on the roadside. how shameful?? #FarmLawsWorstThanCOVID #ResignModi https://t.co/v1JTgk97mp,HATE,0,0,0,what could be worse than the situation in our country where hospitals should be replaced by statues and a new parliament for ministerspatients lying on the roadside how shameful farmlawsworstthancovid resignmodi httpstcov1jtgk97mp
110,"@mimmymum Schrodinger’s Twat: the situation where Daily Mail readers are both persecuted victims of 'cancel culture' who can’t say a thing these days, while at the same time never shutting the fuck up and spewing out their opinions about fucking everything under the sun 24/7/365. #Fanshawe",PRFN,1,0,0, schrodinger’s twat the situation where daily mail readers are both persecuted victims of 'cancel culture' who can’t say a thing these days while at the same time never shutting the fuck up and spewing out their opinions about fucking everything under the sun 247365 fanshawe
111,"@ajitanjum Yes, our PM insulted India at every level with jumla and fake stories. #ModiResign #ModiGovtSeNaHoPayega #ModiKaVaccineJumla #FarmersVsModiVirus #FarmLaws_NextPandemic #FarmersProtest https://t.co/5Urpd8VoXu",HATE,0,0,0, yes our pm insulted india at every level with jumla and fake stories modiresign modigovtsenahopayega modikavaccinejumla farmersvsmodivirus farmlawsnextpandemic farmersprotest httpstco5urpd8voxu
112,@Jayduck16803727 Thanks for the reminder...not a fucking chance will I be watching this bollocks.,PRFN,1,0,0, thanks for the remindernot a fucking chance will i be watching this bollocks
113,It's a shame that the #SupremeCourt has to tell what is sensible in this country. #CentralVista #ResignModi https://t.co/aXX8xZcY9B,HATE,0,0,0,it's a shame that the supremecourt has to tell what is sensible in this country centralvista resignmodi httpstcoaxx8xzcy9b
114,"Citizens of India did not deserve to die devoid of basic healthcare, oxygen, beds, ICU, medicines. Lost my father and uncle too ðŸ˜” Incompetents must resign #ResignHarshvardhan #ResignModi #COVIDEmergency #COVID19India #COVIDEmergency2021 #ResignHarshvardhan",HATE,0,0,0,citizens of india did not deserve to die devoid of basic healthcare oxygen beds icu medicines lost my father and uncle too ðÿ˜” incompetents must resign resignharshvardhan resignmodi covidemergency covid19india covidemergency2021 resignharshvardhan
115,@PCMohanMP @SureshNakhua @amritabhinder @NupurSharmaBJP @IAmErAijaz @sputnikvaccine @HardeepSPuri @khushsundar @TVMohandasPai @KiranKS @MajorPoonia Is been very shameful for India that India is the largest production of all vaccine n medicine. Still India,OFFN,0,1,0,           is been very shameful for india that india is the largest production of all vaccine n medicine still india
116,And here we don't have a plan for even innoculate people above 45.   #BJP #BjpDestroyedIndia #ModiKaVaccineJumla #CovidIndia #COVID19India https://t.co/nSU4tFWPWc,NONE,0,0,1,and here we don't have a plan for even innoculate people above 45   bjp bjpdestroyedindia modikavaccinejumla covidindia covid19india httpstconsu4tfwpwc
117,@KashmiriPandit7 @narayanagl @BDUTT 1stly that Dr. Mateen needs to be penalised and license cancelled.  The more we ignore that pimp is better. We should completly ignore so that her cravings dies off silently.,OFFN,0,1,0,   1stly that dr mateen needs to be penalised and license cancelled  the more we ignore that pimp is better we should completly ignore so that her cravings dies off silently
118,@FamilyKarmaKast I think that having this show on in May 2021 is in poor taste considering all the sick and dying people in India. The show is about rich spoiled Indian families. That is what is wrong with India. The rich do not help the poor. Bad Karma #,NONE,0,0,1, i think that having this show on in may 2021 is in poor taste considering all the sick and dying people in india the show is about rich spoiled indian families that is what is wrong with india the rich do not help the poor bad karma 
119,Herbalism shop Torrevieja  Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet.... https://t.co/RsNXZqTKd9,PRFN,1,0,0,herbalism shop torrevieja  told that if he wants to confront me and i know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet httpstcorsnxzqtkd9
120,Not my dad telling me he canâ€™t do my brakes cause he gets his second shot tomorrow. Nigga fix my shit. ðŸ˜‚,PRFN,1,0,0,not my dad telling me he canâ€trade markt do my brakes cause he gets his second shot tomorrow nigga fix my shit ðÿ˜‚
121,robert you can come to me at the end of july :) idk what about abdul .asshole dont keep animals at home. come join us in ours factory i have a pland to realise for 100k pln monthly on head come we will work this out and go to miley. we can pay for a jet to LA but leave itto Miley,PRFN,1,0,0,robert you can come to me at the end of july  idk what about abdul asshole dont keep animals at home come join us in ours factory i have a pland to realise for 100k pln monthly on head come we will work this out and go to miley we can pay for a jet to la but leave itto miley
122,Spirit and my guides : stop having trust issues  The types of people coming into my life : god damn idiots  Me : https://t.co/BdMFGkPz2P,NONE,0,0,1,spirit and my guides  stop having trust issues  the types of people coming into my life  god damn idiots  me  httpstcobdmfgkpz2p
123,Bloody hell,PRFN,1,0,0,bloody hell
124,@rose_k01 A day after her Dad passing away Barka Dirt is on every International channel with her painted face running narrative of Anti India Anti Modi Broken India !!.This women will perish in her own venom !! U get such evil devilish Vibes seeing her am,OFFN,0,1,0,k01 a day after her dad passing away barka dirt is on every international channel with her painted face running narrative of anti india anti modi broken india this women will perish in her own venom  u get such evil devilish vibes seeing her am
125,"Today was hell on wheels!!😩 I’m at that ‘she’s cute when she’s angry😒, She actually might kill someone , fuck off’ stage🤨🤔",PRFN,1,0,0,today was hell on wheelsweary face i’m at that ‘she’s cute when she’s angryunamused face she actually might kill someone  fuck off’ stage🤨thinking face
126,"This is bad, when people suffer the officials try to cover for the GovernmentðŸ¤¦ðŸ»â€â™‚ï¸ #modiMadeDisaster #ResignModi https://t.co/ON1n96BW2b",HATE,0,0,0,this is bad when people suffer the officials try to cover for the governmentðÿ¤¦ðÿ»â€âtrade mark‚ï¸ modimadedisaster resignmodi httpstcoon1n96bw2b
127,"Government failed to listen to scientist &amp; recommendations from Corona committee or they just didnâ€™t have the right aptitude to understand whatâ€™s been Happening; this is what people get when they vote ðŸ—³ for Goons &amp; appoint them as PM, HMO, &amp; their entire cadre #IndiaCovidCrisis https://t.co/uhDjH1MnbB",NONE,0,0,1,government failed to listen to scientist amp recommendations from corona committee or they just didnâ€trade markt have the right aptitude to understand whatâ€trade marks been happening this is what people get when they vote ðÿ—³ for goons amp appoint them as pm hmo amp their entire cadre indiacovidcrisis httpstcouhdjh1mnbb
128,As independent citizen I have my constitutional rights to have political opinions and I feel noone can force me to change for any reason.  What WB is witnessing is Shame and elected Government is having a responsibility to take care of its citizens under oaths  #BengalBurning,NONE,0,0,1,as independent citizen i have my constitutional rights to have political opinions and i feel noone can force me to change for any reason  what wb is witnessing is shame and elected government is having a responsibility to take care of its citizens under oaths  bengalburning
129,@OwoPath @Ludens_Void https://t.co/VkQWVVNnYA,NONE,0,0,1, void httpstcovkqwvvnnya
130,@Cocobarra @divybhargav1 @globaltimesnews Yes cause of the virus u created.. Trust me u won't be laughing when karma comes knocking at the doors. #WuhanVirus #CCPVirus #chinavirus #ckmkb,NONE,0,0,1,   yes cause of the virus u created trust me u won't be laughing when karma comes knocking at the doors wuhanvirus ccpvirus chinavirus ckmkb
131,Yet again couldn't agree more to the phrase 'What Bengal thinks today India thinks tomorrow'.Its just the beginning. India you better take lessons from bengal &amp; dethrone the evil in disguise! High time. #ElectionResult #BengalElection2021 #MamataBanerjee #ResignPMmodi #ModiResign,PRFN,1,0,0,yet again couldn't agree more to the phrase 'what bengal thinks today india thinks tomorrow'its just the beginning india you better take lessons from bengal amp dethrone the evil in disguise high time electionresult bengalelection2021 mamatabanerjee resignpmmodi modiresign
