,Unnamed: 0,_id,tweet_id,text,task_1,task_2,frac_profane,polarity
91,3091,60c5d7495659ea5e55df14d4,hi_hasoc_2021_3091,ज़िंदगी के रथ में लगाम बहुत हैंअपनों के अपनों पर इल्ज़ाम बहुत हैंये शिकायतों का दौर देखते हैं तो थम से जाते हैंलगता है उम्र कम है और इम्तिहान बहुत हैं modiscrimeagainstindia resignpmmodi spinelessbjp coronavirus wednesdaythought oxygen4all behuman oxygenman fakenews,NOT,NONE,0.0,-0.3310508280992508
92,3922,60c5d7495659ea5e55df1975,hi_hasoc_2021_3922,झूठ से पैदा हुआ है ये लणैन्द्र मोदी जिसकी मां की गारेंटी तो पर बाप की कोई गारेंटी नही।। modikavaccinejumla,HOF,OFFN,0.0,-0.4685100167989731
93,2279,60c5d7495659ea5e55df1221,hi_hasoc_2021_2279,ना तुम कल हारे थे ना आज हारे हो justiceforshahabuddin,NOT,NONE,0.0,-0.2978017181158066
94,1284,60c5d7495659ea5e55df0b4e,hi_hasoc_2021_1284,रंगा बिल्ला के खिलाफ लिखने पर ट्विटर भी नाराज चल रहा है आजकलl रोज 510 फॉलोअर्स कम कर रहा हैl modikavaccinejumla modidisasterforindia modimustresign,NOT,NONE,0.0,-0.8426836561411619
95,4041,60c5d7495659ea5e55df1afa,hi_hasoc_2021_4041,कहते है मरते है तु मरने दो मुर्दा लोग शोर करने से कहाँ जिंदा होया करते है। साहब शोर जिंदा लोगों को बचाने के लिये है।पर आप क्या जाने जो जिंदा लोगों को भी मुर्दा समझ के छोड़ दिया करते।साहब को तू जुमला कहने की आदत है।मुर्दा घर में भी इन लाशों के लिए जगह कहाँ है। indiacovidcrisis,NOT,NONE,0.0,-0.4272981882095337
96,4747,60c5d7495659ea5e55df09e7,hi_hasoc_2021_4748,मेरी ही गलती है मै वैश्या पुत्र के मुंह लग गया ।,HOF,OFFN,0.0,-0.7263554632663727
97,4387,60c5d7495659ea5e55df062e,hi_hasoc_2021_4388,cruelmamata तेरा नर्क बनते लोग यही देखेंगे बूढे लाचार और बच्चों पर अत्याचार तुझे नष्ट कर देगा bengalviolence bengalburning,HOF,OFFN,0.0,-0.7580951973795891
98,919,60c5d7495659ea5e55df0caa,hi_hasoc_2021_919,25सांसदलापताहै modimadedisaster modikavaccinejumla modimustresign bjpdestroyedindia bjpmpmlamissing,NOT,NONE,0.0,-0.16412967443466187
99,903,60c5d7495659ea5e55df09df,hi_hasoc_2021_903,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
100,3221,60c5d7495659ea5e55df16a5,hi_hasoc_2021_3221,सुना है ये मादरनीय d k bose के एंकर हैं। ट्विटर पर हैं क्या chinesevirus covid19india,NOT,NONE,0.0,-0.19315943121910095
101,2990,60c5d7495659ea5e55df154d,hi_hasoc_2021_2990,थोड़ा और कोशिश करे justiceforshahabuddin,NOT,NONE,0.0,0.01800045371055603
102,2267,60c5d7495659ea5e55df1190,hi_hasoc_2021_2267,इस राजनीति को देख कर मुझे इन लोगों पर गुस्सा भी आता है और दया भी आती है। अपना क्या हाल कर लिया है इन लोगों ने अंधी राजनीति अंधी नफरत और अंधी कुर्सी दौड़ में ये कभी के क्रान्तिकारी अब हास्यास्पद विदूषक हो गए हैं । bengalburning,NOT,NONE,0.0,-0.6703665554523468
103,1588,60c5d7495659ea5e55df107d,hi_hasoc_2021_1588,बंगाल की विधवा rss rssterrorists rssterrorists rssचीनसेलड़ो rssदेशकेदुश्मनकीदुश्मन islamophobiainindia islamophobia bjp bjp4india narendramodi,NOT,NONE,0.0,-0.7163067013025284
104,3444,60c5d7495659ea5e55df18e6,hi_hasoc_2021_3444,धवन मदरचोद ज़िंदा है मर गया,HOF,PRFN,0.0,-0.8489682339131832
105,4856,60c5d7495659ea5e55df0b07,hi_hasoc_2021_4859,जादवपुर के बीजेपी उम्मीदवार रिंकू नस्कर के घर पर टीएमसी के गुंडों ने किया हमला tmcterror bengalburning,HOF,HATE,0.0,-0.7621672786772251
106,3300,60c5d7495659ea5e55df1739,hi_hasoc_2021_3300,रोहित सरदाना कोरोना पॉजिटिव क्रियाकर्म कुरुक्षेत्र हरियाणा शाहबुद्दीन साहब कोरोना नेगेटिव दफन हुए ito दिल्ली आखिर क्यों justiceforshahabuddin osamashahab standwithosamashahab osamashahab,NOT,NONE,0.0,-0.20427373051643372
107,5712,60c5d7495659ea5e55df16b3,hi_hasoc_2021_5715,कुत्ता हरामज़ादा कहीं का,HOF,PRFN,0.25,-0.9071612246334553
108,2971,60c5d7495659ea5e55df159e,hi_hasoc_2021_2971,अब भी अगर कोई मुस्लिम नेता बिहार में my का रागा अलापता है तो वह मुसलमानों का नेता नहीं दलाल है justiceforshahabuddin justiceforshahabuddin,NOT,NONE,0.0,-0.25576454401016235
109,1617,60c5d7495659ea5e55df0d26,hi_hasoc_2021_1617,शहाबुद्दीन को इन्साफ दो सुप्रीमकोर्ट justiceforshahabuddin justiceforshahabuddin justiceforshahabuddin,NOT,NONE,0.0,-0.37830667197704315
110,407,60c5d7495659ea5e55df0726,hi_hasoc_2021_407,303 सांसद इसीलिए आपको दिया गया है कि आप घर मे बैठे रहें और आपके कार्यकर्ता अपना जान दें। bjp bengalburning bengalviolence,NOT,NONE,0.0,-0.19232885539531708
111,2753,60c5d7495659ea5e55df12ab,hi_hasoc_2021_2753,2024 में कोई कार्यकर्ता जब पूछ बैठेगा ख़ामोशी का कारण तुमसे बहुत समझाना चाहोगे मगर समझा ना पाओगे spinelessbjp bengalviolence bengalburning,NOT,NONE,0.0,-0.5195681974291801
112,1079,60c5d7495659ea5e55df0af9,hi_hasoc_2021_1079,चुनाव में लाखों की भीड ओर धरना vvip आज जरूरत है ऑक्सीजन व ईलाज की ओर ये जनता को भडका रहे हैं।भाजपा हैं दंगा पार्टी। oxygenshortage corona bangalviolence tmcgoons bjp aap resignmodi indiafightscorona,HOF,HATE,0.0,-0.1764250546693802
113,561,60c5d7495659ea5e55df0804,hi_hasoc_2021_561,हमारे उम्मीदवार का यह दुर्दशा किया है टोलाबाज गुंडों ने presidentsruleinbengal bengalburning,HOF,HATE,0.0,-0.9230414796620607
114,5790,60c5d7495659ea5e55df1c22,hi_hasoc_2021_5794,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है resignmodi resignpmmodi modihataodeshbachao,NOT,NONE,0.0,-0.014434844255447388
